location_hash,location_file,location_start_line,location_start_column,location_end_line,location_end_column,warning_in_target_file,warning_in_target_function,warning_in_target_code_block,warning_rule_id,warning_rule_name,warning_message,warning_weakness,warning_severity
6c04ae44d958b145aca7d589e8c4abb62ea5a41ffa133f759fc4b59123b49963,xmlreader.c,750,5,-1,60,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
9a5012def113fa4ea278770d4adfadab24d96257e6e93a308ae99b779a359543,xmlreader.c,784,5,-1,58,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
0a94419eff8a9ed3d0c4acf1cb9fd620ec34b221cf0feb8208bc05c3e1fe986d,xmlreader.c,807,5,-1,43,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
b0fed3aa14b793d38805754a38d2dc32ddb7f8181b6d8aef28edeaa3525d18f6,xmlreader.c,829,5,-1,43,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
2b6aef73d9237b89e3f331425c5f6e705dd6223b14818be8ac7b0fc67c0be699,xmlreader.c,1323,5,-1,32,True,False,False,FF1017,format/fprintf,"format/fprintf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
0fda0fe37dd4e56cb3d148b16bd2af59d062467e2e4cc3b54874cf7357faa978,xmlreader.c,4757,17,-1,47,True,False,False,FF1019,format/vsnprintf,"format/vsnprintf:If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",CWE-134,HIGH
2642235a3938da9432f0c4b44c1ce6ccf4b2e653091a04454ac7401810b17807,xmlreader.c,5807,14,-1,80,True,False,False,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
1009e9b57bbfcd8256e97867eb0c9bf2322f3e12044905aeb799cecdfa95dfd0,xmlreader.c,5911,5,-1,22,True,False,False,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
b5214d990f6c71e3c85cc35dea362f9dd640d8866c6e1700305e67c13739e050,xmlreader.c,5913,5,-1,23,True,False,False,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
fe9d7405eb44b7b43e627f73b730b3afcc8f879cf7554b41b14ec883fa0cdaff,xmlreader.c,5915,5,-1,23,True,False,False,FF1013,buffer/char,"buffer/char:Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","CWE-119,CWE-120",LOW
ac51f71a7c0ffd78d9760d1e0beaa169a24c3fe13340801db3d0d12bfdafc86e,xmlreader.c,5917,27,-1,41,True,False,False,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
e5742eae750350ad879bf6933e48f46b60dedf4914339ef8bc102180bd6c13ec,xmlreader.c,5931,5,-1,76,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
27269fcf1603aa41dfd0472002cbe46d980241ff159b654d1cf22e0bebcdb218,xmlreader.c,5944,9,-1,41,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
27269fcf1603aa41dfd0472002cbe46d980241ff159b654d1cf22e0bebcdb218,xmlreader.c,5948,9,-1,41,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
b48f94c31eef3ab0599a8a71a13fad2806ce6ddf0386006fb33f5e01edb3394a,xmlreader.c,5951,5,-1,72,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
27269fcf1603aa41dfd0472002cbe46d980241ff159b654d1cf22e0bebcdb218,xmlreader.c,5965,9,-1,41,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
27269fcf1603aa41dfd0472002cbe46d980241ff159b654d1cf22e0bebcdb218,xmlreader.c,5969,9,-1,41,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
b48f94c31eef3ab0599a8a71a13fad2806ce6ddf0386006fb33f5e01edb3394a,xmlreader.c,5972,5,-1,72,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
