location_hash,location_file,location_start_line,location_start_column,location_end_line,location_end_column,warning_in_target_file,warning_in_target_function,warning_in_target_code_block,warning_rule_id,warning_rule_name,warning_message,warning_weakness,warning_severity
c45be9d020316db70b04af17151b6697d34216a692fafccae765499db270759e,common/config.cpp,1159,9,-1,42,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
3da1170af9bf65c67fa9033b275f8a36274d7aa0dfaa41e2edab9c1a80758f83,common/config.cpp,1165,9,-1,45,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
5700f99d3e641f6db4583fa2f5e4bed9d63debe85a27194450a071ae45e15cc6,common/config.cpp,1169,9,-1,36,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
ac93c6adc40fef06718fc144b7e3d14f4c0ff68c5cd7ccbf2accfba02123b0dd,common/config.cpp,1187,13,-1,26,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
4c8324ec5c67ce7256ad9fcc70a73b61707a89103e1ffab11062a630b6d438a5,common/config.cpp,1202,12,-1,41,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
a29df69560652e38a974816d45bb7cb5584e38eecd7ed52f042fab76e2cb88de,common/config.cpp,1206,22,-1,46,True,False,False,FF1022,buffer/strlen,buffer/strlen:Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,CWE-126,LOW
70276bdc3945a40bfddb2a2de6c0cd29b7c769e2ac3dddd3027c97d05d19e92f,common/config.cpp,1208,16,-1,52,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
25a00cbbfefed0d282da74c6aa24be87e8696929486be76a090ec299e493de81,common/config.cpp,1213,18,-1,46,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
2d07dccaecd6b94ed660d8e6349f074527233cf3f9174e5344c9a298d8194afd,common/config.cpp,1221,11,-1,50,True,False,False,FF1016,format/printf,"format/printf:If format strings can be influenced by an attacker, they can be exploited (CWE-134).",CWE-134,LOW
63e9a07df40288fb23b7184376960984d7f8c01e31385e2c22b45c69b57d172c,common/config.cpp,1255,19,-1,36,True,False,False,FF1040,misc/fopen,"misc/open:Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",CWE-362,LOW
60f7644b2a6baaf7f5767d413ce9a29d8bea23a98ce1532714af79b39f0d209f,common/config.cpp,1282,26,-1,48,True,False,False,FF1053,buffer/getenv,"buffer/getenv:Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).","CWE-807,CWE-20",MEDIUM
